# gunzip -c exp/tri2_1600_25600/decode/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py exp/tri2_1600_25600/graph 
# Started at Thu Jul 21 14:57:51 IST 2016
#
At utterance begin, SIL accounts for 92.8% of phone occurrences, with duration (median, mean, 95-percentile) is (85,103.8,247) frames.
At utterance begin, nonsilence accounts for 7.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,10.5,54) frames.
At utterance begin, m_B accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (4,18.9,54) frames.
At utterance begin, k_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (3,6.3,8) frames.
At utterance begin, a_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (3,4.4,5) frames.
At utterance begin, b_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (3,8.4,13) frames.
At utterance begin, s_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (3,3.7,3) frames.
At utterance begin, h_B accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.3,6) frames.
At utterance end, SIL accounts for 96.4% of phone occurrences, with duration (median, mean, 95-percentile) is (174,204.2,384) frames.
At utterance end, nonsilence accounts for 3.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,63.4,208) frames.
At utterance end, r_E accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (81,98.2,170) frames.
At utterance end, aa_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (4,14.3,5) frames.
Overall, nonsilence accounts for 79.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,11.4,28) frames.
Overall, SIL accounts for 20.8% of phone occurrences, with duration (median, mean, 95-percentile) is (125,155.0,363) frames.
Overall, a_I accounts for 9.4% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.5,17) frames.
Overall, aa_I accounts for 7.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.1,22) frames.
Overall, r_I accounts for 4.8% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.3,10) frames.
Overall, n_I accounts for 3.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.9,16) frames.
Overall, u_I accounts for 3.3% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.0,20) frames.
Overall, p_I accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.0,11) frames.
Overall, r_E accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (18,29.9,80) frames.
Overall, axx_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (4,4.2,7) frames.
Overall, g_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,9) frames.
Overall, b_I accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.4,12) frames.
Overall, l_I accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.8,12) frames.
Overall, aa_E accounts for 1.8% of phone occurrences, with duration (median, mean, 95-percentile) is (21,23.0,41) frames.
Overall, ii_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (25,39.8,87) frames.
Overall, b_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.3,25) frames.
Overall, i_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,13) frames.
Overall, ii_I accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,14) frames.
Overall, m_B accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.3,24) frames.
Overall, d_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.2,10) frames.
Overall, ee_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.2,16) frames.
Overall, d_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (11,16.8,46) frames.
Overall, m_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.9,14) frames.
Overall, a_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (11,10.6,15) frames.
Overall, t_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,7.9,11) frames.
Overall, o_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.4,18) frames.
Overall, ou_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (15,15.3,28) frames.
Overall, h_I accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.3,8) frames.
Overall, k_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,11) frames.
Overall, s_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.9,21) frames.
Overall, s_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.8,12) frames.
Overall, j_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,14) frames.
Overall, dxhq_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (14,29.9,86) frames.
Overall, y_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.1,15) frames.
Overall, k_I accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.2,12) frames.
